listen_id,vehicle_id,timestamp,artist,track,genre,duration_sec,skip,explicit_like,play_count,time_of_day,day_of_week
listen_000144,vehicle_055,2024-03-25 03:20:00,The Him,Information (Razz Tape),Hip Hop,188,0,1,19,Night,Weekday
listen_000145,vehicle_041,2024-11-10 20:39:00,Freya Ridings,Take Care of the Proper Paperwork,Latin,190,0,0,22,Evening,Weekend
listen_000146,vehicle_029,2024-04-30 11:15:00,Charlene,Candor,Country,206,0,0,5,Morning,Weekday
listen_000147,vehicle_008,2024-01-19 00:49:00,ONE OK ROCK,"You're The First, The Last, My Everything - Single Version",Disco,177,0,0,16,Night,Weekday
listen_000148,vehicle_094,2024-06-03 15:40:00,Jules Massenet,If You Want - Live in Basel,Punk,185,0,0,37,Afternoon,Weekday
listen_000149,vehicle_088,2024-04-11 16:50:00,Tavares,Bring It All Back,Reggae,139,0,0,6,Afternoon,Weekday
listen_000150,vehicle_058,2024-10-12 16:17:00,Majid Jordan,Said And Done,Folk,188,1,0,40,Afternoon,Weekend
listen_000151,vehicle_038,2024-10-14 19:43:00,George Gershwin,Rome (The Medieval Era),Folk,198,0,0,15,Evening,Weekday
listen_000152,vehicle_054,2024-01-16 10:22:00,Marshmello,"Yeah, I Said It",Alternative,164,0,0,31,Morning,Weekday
listen_000153,vehicle_017,2024-05-17 03:00:00,Simon & Garfunkel,Hang Out (Phone Off),Electronic,277,0,0,10,Night,Weekday
listen_000154,vehicle_088,2024-01-03 11:09:00,Sizzla,Real Nega,R&B,270,0,0,36,Morning,Weekday
listen_000155,vehicle_045,2024-07-26 02:43:00,Mayo,Somebody - Remix,Latin,124,0,0,17,Night,Weekday
listen_000156,vehicle_006,2024-02-27 04:01:00,BLUE ENCOUNT,I Don't Need Ur Luv,Metal,264,0,0,47,Night,Weekday
listen_000157,vehicle_091,2024-09-15 21:16:00,B.B. King,My Cry (feat. M.I.),Classical,247,0,0,37,Night,Weekend
listen_000158,vehicle_077,2024-03-04 00:14:00,The Aggrolites,Russian Hill,Jazz,299,0,0,41,Night,Weekday
listen_000159,vehicle_061,2024-10-14 03:41:00,Rob De Nijs,Just One Kiss,Reggae,155,0,0,27,Night,Weekday
listen_000160,vehicle_093,2024-01-24 15:45:00,Dave,Foreign,Latin,220,0,0,11,Afternoon,Weekday
listen_000161,vehicle_085,2024-05-01 16:32:00,Christopher Tin,Rollercoaster,Reggae,268,0,0,26,Afternoon,Weekday
listen_000162,vehicle_028,2024-12-26 04:59:00,Rootman J.,Balcumbia,R&B,214,0,0,23,Night,Weekday
listen_000163,vehicle_086,2024-10-31 02:52:00,Written by Wolves,The Fool,Classical,152,0,0,41,Night,Weekday
listen_000164,vehicle_094,2024-06-07 23:27:00,Roland Rizzo,Playground Love,Folk,173,0,0,23,Night,Weekday
listen_000165,vehicle_051,2024-03-29 01:56:00,Lonely The Brave,Don't Call Me Baby,Country,184,1,0,10,Night,Weekday
listen_000166,vehicle_097,2024-06-25 08:31:00,Andrea Oliva,Gold Rush,Jazz,203,0,0,6,Morning,Weekday
listen_000167,vehicle_022,2024-06-29 22:38:00,Liam Bailey,Dearest Alfred (MyJoy),Folk,181,0,0,43,Night,Weekend
listen_000168,vehicle_073,2024-08-28 16:11:00,Dan Kye,Forest Whitiker,Punk,126,0,0,31,Afternoon,Weekday
listen_000169,vehicle_098,2024-10-12 00:54:00,The Internet,Medium,Indie,162,0,0,11,Night,Weekend
listen_000170,vehicle_000,2024-03-13 10:43:00,Kitchens of Distinction,Stay with Me,Country,276,0,0,19,Morning,Weekday
listen_000171,vehicle_095,2024-05-03 06:41:00,The Spinners,Harness Your Hopes - b-side,Blues,213,1,1,14,Morning,Weekday
listen_000172,vehicle_049,2024-10-20 16:13:00,Givers,Post & Delete - Remix,Pop,158,0,0,21,Afternoon,Weekend
listen_000173,vehicle_056,2024-01-15 07:16:00,Bee Gees,Call Me Liar,Indie,163,0,0,33,Morning,Weekday
listen_000174,vehicle_093,2024-08-23 18:20:00,I DONT KNOW HOW BUT THEY FOUND ME,wait for you in the dark,Country,239,0,1,41,Evening,Weekday
listen_000175,vehicle_028,2024-01-02 08:29:00,Young Israelites,69,Indie,209,0,0,29,Morning,Weekday
listen_000176,vehicle_096,2024-03-06 19:35:00,The Tellers,Easy Hearts,Folk,185,1,0,17,Evening,Weekday
listen_000177,vehicle_028,2024-03-20 19:20:00,Rotterdam Termination Source,Forever Guide,Disco,199,1,1,25,Evening,Weekday
listen_000178,vehicle_041,2024-11-13 12:05:00,Majid Jordan,Brighter Day,Country,238,0,0,21,Afternoon,Weekday
listen_000179,vehicle_081,2024-02-09 05:26:00,The Temptations,What a Feeling,R&B,208,0,0,5,Morning,Weekday
listen_000180,vehicle_096,2024-10-27 14:56:00,Fall Out Boy,War Again,Indie,124,0,0,31,Afternoon,Weekend
listen_000181,vehicle_079,2024-06-15 14:59:00,Ghostface Killah,Wat moet 'n cowboy in Parijs?,Electronic,144,0,0,45,Afternoon,Weekend
listen_000182,vehicle_048,2024-01-10 06:16:00,Oskarova Fobija,Who's That Girl?,Electronic,245,0,0,22,Morning,Weekday
listen_000183,vehicle_098,2024-09-08 23:35:00,Movement,Dem No Know,Electronic,260,0,0,30,Night,Weekend
listen_000184,vehicle_053,2024-05-28 19:12:00,Rob De Nijs,Move On Up,House,164,0,0,3,Evening,Weekday
listen_000185,vehicle_040,2024-08-03 21:04:00,George Ezra,Rebecca You - Lockdown Sessions,Hip Hop,263,0,0,46,Night,Weekend
listen_000186,vehicle_088,2024-01-07 17:53:00,Felt,I Will Buy You A New Life,Techno,280,1,1,40,Evening,Weekend
listen_000187,vehicle_095,2024-03-28 16:32:00,Mayo,Stop It,Classical,178,0,0,16,Afternoon,Weekday
listen_000188,vehicle_077,2024-01-09 19:12:00,Lila Ike,It's Hard To Kill A Bad Thing,Disco,265,0,0,33,Evening,Weekday
listen_000189,vehicle_032,2024-04-25 15:02:00,Jigsy King,This World,Reggae,127,0,1,49,Afternoon,Weekday
listen_000190,vehicle_093,2024-04-10 17:37:00,Sango,1539 N. Calvert,Techno,149,0,0,35,Evening,Weekday
listen_000191,vehicle_042,2024-09-06 17:01:00,Nuyorican Soul,I Think She Knows (feat. My Marianne) - Interlude,Indie,133,0,0,12,Evening,Weekday
listen_000192,vehicle_037,2024-06-28 16:09:00,The Internet,Larger Than Life,Disco,124,1,0,46,Afternoon,Weekday
listen_000193,vehicle_070,2024-10-24 02:36:00,Kanye West,"Bailamos - From ""Wild Wild West""",Techno,245,0,0,14,Night,Weekday
listen_000194,vehicle_054,2024-01-05 23:16:00,Hi-Tek,Neutron Dance,Country,208,0,0,36,Night,Weekday
listen_000195,vehicle_074,2024-02-17 02:44:00,Charlene,Can It Be All So Simple / Intermission,R&B,197,1,1,6,Night,Weekend
listen_000196,vehicle_074,2024-02-11 16:02:00,Steve Harley,Surrender,Reggae,275,1,0,33,Afternoon,Weekend
listen_000197,vehicle_023,2024-12-16 18:17:00,Henk Wijngaard,Could It Be I'm Falling in Love,Pop,270,0,1,35,Evening,Weekday
listen_000198,vehicle_062,2024-03-16 09:35:00,Deux,Jahs Love Is True (feat. Wizkid),Pop,211,1,0,33,Morning,Weekend
listen_000199,vehicle_064,2024-08-14 02:38:00,Suzi Island,Russian Hill,Rock,246,0,0,31,Night,Weekday
listen_000200,vehicle_086,2024-03-21 07:59:00,Circuit 7,P.Y.T. (Pretty Young Thing),Punk,199,0,0,32,Morning,Weekday
listen_000201,vehicle_082,2024-06-24 13:34:00,Four Tops,Too Good,Techno,244,0,0,13,Afternoon,Weekday
listen_000202,vehicle_034,2024-05-05 11:13:00,Shenseea,Koi no Aibou Kokoro no Cupido,Electronic,166,0,0,12,Morning,Weekend
listen_000203,vehicle_067,2024-10-07 19:24:00,Bastille,Combattants,Reggae,175,1,1,19,Evening,Weekday
listen_000204,vehicle_074,2024-12-28 01:01:00,Joel Corry,Master and Servant,Punk,239,0,0,5,Night,Weekend
listen_000205,vehicle_081,2024-11-19 15:32:00,sound butler,Ten,Metal,176,0,0,49,Afternoon,Weekday
listen_000206,vehicle_027,2024-11-24 18:23:00,Erik Satie,Miss You,Disco,184,0,1,10,Evening,Weekend
listen_000207,vehicle_013,2024-08-24 06:34:00,Jennifer Lopez,Energy (feat. Mahalia),Soul,146,0,0,29,Morning,Weekend
listen_000208,vehicle_059,2024-12-13 15:43:00,BLUE ENCOUNT,Said And Done,Rock,166,0,0,45,Afternoon,Weekday
listen_000209,vehicle_037,2024-04-07 17:24:00,Beige Banquet,Tellin Me Something,R&B,275,1,0,24,Evening,Weekend
listen_000210,vehicle_009,2024-09-03 15:58:00,Madison Avenue,Don't Want You Back,Folk,251,1,0,19,Afternoon,Weekday
listen_000211,vehicle_051,2024-05-02 19:06:00,Silk City,Eisbär,R&B,260,1,0,14,Evening,Weekday
listen_000212,vehicle_061,2024-01-05 22:38:00,Pink Sweat$,Drive That Fast,Country,165,0,0,12,Night,Weekday
listen_000213,vehicle_075,2024-03-08 16:21:00,NG3,Rollercoaster,Hip Hop,288,0,0,45,Afternoon,Weekday
