trajectory_id,vehicle_id,timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,trip_duration_min,speed_mph,time_of_day,day_of_week,weather,temperature_f,traffic_level
traj_00050,vehicle_025,2024-10-03 16:16:00,40.70246732323107,-73.98866735296988,40.72457059317538,-73.9976611661414,2.59,27,37.973462148080074,Afternoon,Weekday,Clear,70.39097077024492,Low
traj_00051,vehicle_019,2024-09-01 10:00:00,40.763500244734075,-73.9589101893208,40.76295702426885,-73.96806497248924,0.7,20,16.607825271179166,Morning,Weekend,Rainy,58.74411915980056,High
traj_00052,vehicle_078,2024-07-26 07:32:00,40.747280622246514,-73.98037314680967,40.72043546641307,-73.98775318174059,2.46,26,25.587264468258333,Morning,Weekday,Cloudy,62.80470672594347,Low
traj_00053,vehicle_007,2024-06-10 14:22:00,40.74262718701326,-73.98597296555839,40.751900009772704,-73.97701218634312,0.7,52,13.686996529097682,Afternoon,Weekday,Rainy,40.49715605562554,Medium
traj_00054,vehicle_004,2024-09-17 10:26:00,40.759439194571485,-73.96299531306163,-0.00013070937287096182,0.0008721327763354164,0.1,26,20.49666901678695,Morning,Weekday,Cloudy,65.19024249251665,Low
traj_00055,vehicle_061,2024-04-15 06:54:00,40.738178851111016,-74.00140923100298,40.72761632329609,-73.98437263676173,1.1,31,27.233452039695482,Morning,Weekday,Rainy,70.85531762945276,Medium
traj_00056,vehicle_018,2024-08-28 20:08:00,40.76835933691633,-73.95195298707654,40.74775918207044,-73.99187141822198,3.9,47,35.39899894305919,Evening,Weekday,Clear,55.43045377000059,Low
traj_00057,vehicle_075,2024-09-17 16:16:00,40.72676175414912,-74.00153639192206,40.7757165954028,-73.95349763673619,5.0,46,24.22098846496197,Afternoon,Weekday,Cloudy,31.84997901497484,Medium
traj_00058,vehicle_051,2024-04-29 14:22:00,40.72708908865174,-73.9868002617,40.7141150230566,-73.99578716360548,1.42,28,30.524721801942945,Afternoon,Weekday,Cloudy,37.891151904302845,Medium
traj_00059,vehicle_010,2024-04-09 04:43:00,40.72855423195737,-74.00610770980342,40.72947079937037,-73.999677278957,0.46,51,11.37296445518017,Night,Weekday,Cloudy,62.8800863813904,Medium
traj_00060,vehicle_074,2024-02-03 00:38:00,40.753785627766575,-73.97191607842494,40.75722902344681,-73.97084315927245,0.32,44,18.135794255718615,Night,Weekend,Clear,45.83507206885613,Low
traj_00061,vehicle_057,2024-06-17 10:04:00,40.75958061447394,-73.96887124253738,40.739226456915645,-74.00138826314709,2.82,33,29.13607433749894,Morning,Weekday,Clear,51.52655804221668,Low
traj_00062,vehicle_009,2024-10-27 05:57:00,40.72319527966146,-73.99544661916661,40.71544811955662,-73.99928990705409,1.02,31,23.306819471371995,Morning,Weekend,Cloudy,59.15244580883361,Low
traj_00063,vehicle_044,2024-10-17 21:05:00,40.75024173785349,-73.98624569110603,40.76512091989212,-73.97733142496703,1.6,42,27.496800914162154,Night,Weekday,Clear,88.65529037988037,High
traj_00064,vehicle_013,2024-03-02 10:24:00,40.74508471546821,-73.99008335156081,40.74369418973884,-73.97558583683639,1.16,35,16.121809322048875,Morning,Weekend,Cloudy,72.84276243751681,Low
traj_00065,vehicle_000,2024-08-24 19:13:00,40.727953524708305,-73.996829769684,40.74678957590696,-73.97897668002066,1.9,36,22.493193554396363,Evening,Weekend,Cloudy,47.820592178176014,Medium
traj_00066,vehicle_098,2024-01-02 12:49:00,40.80590317471926,-73.95512837868894,40.81075123725161,-73.92777581844464,2.1,23,14.408671271729933,Afternoon,Weekday,Clear,104.84641278655486,Medium
traj_00067,vehicle_010,2024-07-02 02:53:00,40.74500172888441,-73.98228899721573,40.748037705748644,-73.98740272603617,0.44,17,13.91423463958955,Night,Weekday,Clear,66.4764308474127,Low
traj_00068,vehicle_064,2024-04-27 12:37:00,40.770321424619446,-73.95941357948553,40.77583799938616,-73.97355009336364,1.66,49,28.926723727915316,Afternoon,Weekend,Cloudy,81.60716766895413,Medium
traj_00069,vehicle_079,2024-09-09 11:56:00,40.71150675117623,-74.01210377092188,40.71220655034411,-74.00847069171331,5.1,18,28.171231543737978,Morning,Weekday,Rainy,9.721904379845341,High
traj_00070,vehicle_025,2024-07-09 10:18:00,40.74292713143507,-73.99170970425793,40.760257385411656,-73.99587846480698,1.73,53,29.097618970285232,Morning,Weekday,Snowy,67.09540242752321,Medium
traj_00071,vehicle_080,2024-03-23 13:03:00,40.74444276683596,-73.97651910207493,40.72437189915334,-73.97805725688336,1.69,52,36.53012847582914,Afternoon,Weekend,Cloudy,56.442284872954964,Medium
traj_00072,vehicle_013,2024-01-21 02:55:00,40.74443788138106,-73.99502692661174,40.74795838123103,-74.00595541877746,0.8,35,30.24617445835859,Night,Weekend,Clear,45.29921901972493,Medium
traj_00073,vehicle_031,2024-11-09 03:21:00,40.79041352493748,-73.9779013849288,40.86688476473259,-73.9307289715599,6.2,32,35.187360329038206,Night,Weekend,Cloudy,47.08720722795518,High
traj_00074,vehicle_051,2024-01-24 08:01:00,40.77310095146446,-73.8706601722239,40.7045315910895,-74.01314813825732,15.1,21,24.649873643434834,Morning,Weekday,Cloudy,65.18879062106583,Medium
traj_00075,vehicle_062,2024-03-21 17:20:00,40.745850201848015,-74.00615538477976,40.7224024305572,-73.98748170150228,2.6,45,18.01809433176079,Evening,Weekday,Clear,67.76412756186376,High
traj_00076,vehicle_079,2024-05-02 12:40:00,40.75061901593698,-73.9939557245444,40.73350642011211,-73.9938639260639,1.83,9,18.88236523282474,Afternoon,Weekday,Rainy,55.706679418520785,Medium
traj_00077,vehicle_064,2024-10-14 14:55:00,40.779519316842226,-73.98580495527371,40.742195415951,-73.98866594551177,3.2,6,24.956962538522376,Afternoon,Weekday,Cloudy,39.60476945425846,Medium
traj_00078,vehicle_095,2024-08-29 10:59:00,40.77246222872672,-73.8694129736999,40.75465273653891,-73.97333086381838,8.67,39,28.17926152652183,Morning,Weekday,Cloudy,55.42716335713447,Medium
traj_00079,vehicle_074,2024-07-30 16:43:00,40.78631245834269,-73.97579176069166,40.77931887475811,-73.96053950995933,1.0,21,30.331164544925276,Afternoon,Weekday,Cloudy,79.78099984677834,Medium
traj_00080,vehicle_015,2024-11-14 11:16:00,40.75741330280284,-73.98528616585602,40.733509669702364,-74.00006437784843,2.18,38,32.43104344344654,Morning,Weekday,Rainy,75.98434812803747,Medium
traj_00081,vehicle_081,2024-06-06 02:04:00,40.772518411182084,-73.96186932411983,40.755599509260584,-73.96719367302737,1.4,55,27.887870229622077,Night,Weekday,Rainy,53.5859519632287,Medium
traj_00082,vehicle_089,2024-03-04 17:34:00,40.84835371923277,-73.93709106745158,40.838480263648606,-73.94249736047344,0.99,25,33.21309227673825,Evening,Weekday,Cloudy,64.00145874106066,Medium
traj_00083,vehicle_054,2024-06-18 20:53:00,40.76960713681923,-73.96319830417457,40.77724252178284,-73.95875588833319,0.8,17,36.3536248927802,Evening,Weekday,Clear,62.4851781957521,Low
traj_00084,vehicle_009,2024-01-31 23:18:00,40.74955151503807,-73.98176080975483,40.75782161835026,-73.98399031476372,0.8,48,32.30966724181556,Night,Weekday,Clear,54.317193014513606,Medium
traj_00085,vehicle_075,2024-06-14 02:38:00,40.744607115353155,-74.00578494893546,40.758479887373994,-73.99866213210767,0.97,38,22.12180348589962,Night,Weekday,Clear,77.30701459537113,Medium
traj_00086,vehicle_004,2024-05-06 00:19:00,40.74038998862154,-73.9996526960265,40.72576784946216,-74.00766837944948,1.61,44,35.49001877647501,Night,Weekday,Rainy,46.895463464988524,Low
traj_00087,vehicle_015,2024-11-13 15:41:00,40.73136658662954,-73.99121193060992,40.72484381289951,-73.99415650672547,0.56,33,38.04900694684889,Afternoon,Weekday,Cloudy,47.28522987672074,Medium
traj_00088,vehicle_019,2024-11-05 11:21:00,40.75401368920986,-73.97016851634751,40.719763291142705,-73.95403861842378,5.96,28,17.209532311429292,Morning,Weekday,Cloudy,46.820236829284426,Medium
traj_00089,vehicle_010,2024-11-10 05:06:00,40.726403651668456,-74.00687515319629,40.723408611021625,-73.99862438663502,0.6,52,34.82959724679911,Morning,Weekend,Clear,101.24900299740796,Low
traj_00090,vehicle_072,2024-12-19 06:43:00,40.75416296713315,-73.96798785695455,40.75479269966891,-73.97864065385964,0.6,33,11.797018018717477,Morning,Weekday,Clear,57.556330703786045,Medium
traj_00091,vehicle_067,2024-10-04 18:00:00,40.73403602200936,-73.99221987497381,40.759571492082806,-73.97886416028678,2.3,39,39.502654092763336,Evening,Weekday,Cloudy,44.99531836930293,Low
traj_00092,vehicle_065,2024-04-15 03:33:00,40.7648766360669,-73.98481284697002,40.787651369901035,-73.97755206377873,1.74,26,28.2648084698112,Night,Weekday,Rainy,81.66333846150361,High
traj_00093,vehicle_042,2024-01-07 13:07:00,40.72794501661095,-73.98402986266326,40.73351057200587,-73.98949215722456,0.73,46,19.091326919290633,Afternoon,Weekend,Clear,79.95468106155073,Medium
traj_00094,vehicle_010,2024-08-18 12:15:00,40.785585300644044,-73.94945549383384,40.75052665385647,-73.98874720030032,4.0,46,18.458510099069578,Afternoon,Weekend,Clear,66.50395429079381,High
traj_00095,vehicle_089,2024-06-02 12:47:00,40.740970305081525,-73.98071776867604,40.7282712951274,-73.99096366071731,1.5,20,13.29808089351082,Afternoon,Weekend,Clear,30.355088997293734,Low
traj_00096,vehicle_090,2024-12-10 20:31:00,40.79511343349554,-73.93840352573157,40.75352408073159,-73.96676144600401,3.7,26,36.069251022143945,Evening,Weekday,Clear,77.13574020077567,Low
traj_00097,vehicle_060,2024-12-15 04:17:00,40.718430538968626,-73.99824826031768,40.720274839907106,-74.04272667186123,3.58,40,30.08408470950334,Night,Weekend,Clear,69.93291678336216,Medium
traj_00098,vehicle_080,2024-06-12 01:21:00,40.78306094629523,-73.97894314617884,40.773489314572984,-73.97975650228486,0.8,37,19.995367314850796,Night,Weekday,Clear,75.99169367748439,Low
traj_00099,vehicle_061,2024-01-19 05:43:00,40.75371853680634,-73.97172851342322,40.74523018843409,-73.98673012534651,1.2,36,34.959317208177296,Morning,Weekday,Rainy,51.88725526235671,Low
traj_00100,vehicle_057,2024-04-07 13:04:00,40.769188630270136,-73.95759435752866,40.757615087700074,-73.96856770892174,1.08,13,15.427823282548719,Afternoon,Weekend,Clear,65.30658116573218,Low
traj_00101,vehicle_030,2024-12-16 17:57:00,40.75606438335529,-73.96547704767524,40.74308916490245,-73.97501418849573,1.04,26,38.796391475622244,Evening,Weekday,Cloudy,56.494197686274696,Medium
traj_00102,vehicle_036,2024-08-08 15:03:00,40.74355479674086,-73.99300981601132,40.73104923756612,-73.98860747678555,1.32,47,31.812967855054264,Afternoon,Weekday,Clear,38.09649551497489,Medium
traj_00103,vehicle_092,2024-07-11 03:15:00,40.710837350770035,-74.00845529505526,40.78054854953803,-73.94625728512852,8.0,28,25.56976209876152,Night,Weekday,Cloudy,70.20918264222442,Medium
traj_00104,vehicle_021,2024-05-09 03:30:00,40.758539835230536,-73.97865800015548,40.76273398297307,-73.9719837986046,0.76,53,27.23713918390788,Night,Weekday,Clear,34.97324114060468,Low
traj_00105,vehicle_066,2024-08-16 01:30:00,40.722253385914335,-73.98990082216022,40.69556709427723,-73.93337967418952,3.82,5,24.28490938366786,Night,Weekday,Cloudy,28.396114970631206,Medium
traj_00106,vehicle_008,2024-12-03 21:47:00,40.744457394125924,-73.9234415052078,40.758312538673145,-73.91029772130956,1.7,40,17.585580363953415,Night,Weekday,Clear,52.39596926778824,Medium
traj_00107,vehicle_002,2024-02-24 23:54:00,40.759962505990494,-73.96550156339339,40.742567676295835,-73.98002606345673,1.5,30,25.994467570074566,Night,Weekend,Clear,61.86824108503181,Low
traj_00108,vehicle_012,2024-10-05 03:47:00,40.72955477850707,-73.98879752262106,40.74183797728209,-74.00139941374266,1.47,8,27.18022340897617,Night,Weekend,Snowy,52.41942025627579,Medium
traj_00109,vehicle_016,2024-08-16 20:56:00,40.744888325349436,-74.00401862091908,40.74787188742153,-73.99859804179596,0.4,9,21.242851256657502,Evening,Weekday,Cloudy,71.32487772477003,High
traj_00110,vehicle_018,2024-05-11 14:50:00,40.70238615938477,-74.00921862338936,40.7174801245491,-73.98496619851132,3.5,26,21.464196527622533,Afternoon,Weekend,Clear,38.42139094119534,Medium
traj_00111,vehicle_078,2024-05-14 21:06:00,40.73367714804373,-73.99998800929993,40.74992898484085,-73.97777706655428,1.9,32,23.740057320105,Night,Weekday,Snowy,57.49978003542799,Medium
traj_00112,vehicle_054,2024-04-26 10:04:00,40.767260834689914,-73.96154033235497,40.77405954978904,-73.91752542788986,7.67,10,11.954042877792848,Morning,Weekday,Cloudy,70.90797417993673,High
traj_00113,vehicle_090,2024-05-04 22:36:00,40.72600914723817,-73.99171522099432,40.71411223462364,-73.9875714386552,1.08,8,29.719046898621865,Night,Weekend,Clear,57.37120022966191,High
traj_00114,vehicle_061,2024-12-12 07:36:00,40.74600109986775,-73.98370696564379,40.747162403666024,-73.97258606868955,0.9,48,25.109787897766843,Morning,Weekday,Clear,60.57326935393455,Low
traj_00115,vehicle_040,2024-09-01 02:38:00,-0.0009198476698505885,-0.00036917346242723483,0.00012389547007252854,-0.0007035204119389362,0.67,54,32.53943091831612,Night,Weekend,Cloudy,73.46409503744582,Medium
traj_00116,vehicle_095,2024-02-01 07:01:00,40.8217611303028,-73.95454715514883,40.8213338128734,-73.95466644047718,1.4,35,25.70961648859935,Morning,Weekday,Clear,60.783983798983044,Low
traj_00117,vehicle_052,2024-05-05 18:25:00,40.78382122358229,-73.97748845960871,40.718682893903015,-73.99720414473674,5.63,31,13.768785556144373,Evening,Weekend,Cloudy,44.55159694533951,Medium
traj_00118,vehicle_014,2024-10-09 23:50:00,40.74977459871303,-73.98993545186386,40.77320713038679,-73.95983282810812,2.8,9,38.052062097297366,Night,Weekday,Clear,63.571240488925945,Medium
traj_00119,vehicle_014,2024-11-30 10:13:00,40.71516594389737,-74.00938534657921,40.70303257939371,-74.01383917761422,1.4,6,26.111279076302527,Morning,Weekend,Clear,92.59999259172733,Medium
traj_00120,vehicle_079,2024-10-08 01:02:00,40.75213658388338,-73.99117057590105,40.761792105208286,-73.96866311793188,2.1,26,19.187892768282083,Night,Weekday,Clear,39.61335332762696,High
traj_00121,vehicle_071,2024-10-27 06:46:00,40.72495097338481,-73.98756241042543,40.74469439510817,-73.99383826803363,2.06,52,25.12326847822138,Morning,Weekend,Clear,57.358416058716124,Medium
traj_00122,vehicle_077,2024-10-20 03:27:00,40.76064702971865,-74.00176998890622,40.72472901001665,-74.00673534336566,2.8,36,37.79924079571846,Night,Weekend,Clear,39.01623375473484,Medium
traj_00123,vehicle_054,2024-12-07 19:54:00,40.73273053225116,-74.0053799435479,40.73653095944347,-74.00093401525112,0.48,16,13.00886179005671,Evening,Weekend,Clear,55.91092975742383,Low
traj_00124,vehicle_041,2024-07-17 23:41:00,40.78256243233189,-73.95564299140709,40.76238735111027,-73.96746364427902,1.5,40,22.421925592295,Night,Weekday,Clear,79.25587176192298,Medium
traj_00125,vehicle_097,2024-02-27 01:09:00,40.75481923860406,-73.97617955572284,40.717737068610205,-74.00316898427728,3.2,22,19.552953506331527,Night,Weekday,Clear,38.162667243049874,Low
traj_00126,vehicle_063,2024-03-05 20:58:00,40.743336825684786,-73.99233197043836,40.741256595771745,-73.98505707104847,0.6,37,20.624073841220465,Evening,Weekday,Rainy,35.616118974603964,Medium
traj_00127,vehicle_035,2024-10-06 15:46:00,40.72698966986566,-73.9953758914641,40.75473116132428,-73.98309332818638,2.55,52,34.36962613429995,Afternoon,Weekend,Clear,58.08600957157959,High
traj_00128,vehicle_086,2024-09-14 16:19:00,40.748189359611835,-74.00762371439212,40.756972010164,-73.98161691027853,2.75,12,19.12206570714662,Afternoon,Weekend,Clear,28.430899120911377,High
traj_00129,vehicle_079,2024-08-05 11:54:00,40.75820722337646,-73.98959813775006,40.76336373240776,-73.97413355798516,1.17,6,30.251006715669103,Morning,Weekday,Cloudy,53.52038401887349,Low
traj_00130,vehicle_055,2024-05-12 13:23:00,40.75850008917023,-73.99026804064364,40.76348419550607,-73.99537187139482,0.61,45,26.423733109271115,Afternoon,Weekend,Snowy,91.16402946211757,Medium
traj_00131,vehicle_009,2024-06-04 14:06:00,40.71932505874178,-73.99814174037265,40.729963943303076,-74.0004706711997,1.16,6,33.13183402157631,Afternoon,Weekday,Rainy,85.06726029484139,Medium
traj_00132,vehicle_003,2024-12-22 11:58:00,4.838538718336643e-05,0.0003176109190778755,-0.0010965059393344568,0.001413213339350469,1.4,30,12.342091265304838,Morning,Weekend,Clear,63.31105621155237,Medium
traj_00133,vehicle_000,2024-04-30 18:10:00,40.72925938808156,-74.00662677569711,40.715060136869766,-74.01617683211589,2.1,50,20.77620005071555,Evening,Weekday,Cloudy,58.47353682181819,Low
traj_00134,vehicle_074,2024-04-26 17:37:00,40.7509770706463,-73.99547000056897,40.79210839169108,-73.96822337414467,4.62,47,28.359567808891107,Evening,Weekday,Clear,67.50791123651679,Low
traj_00135,vehicle_010,2024-07-31 17:35:00,40.74680703425451,-73.98981464720481,40.64468407540728,-73.78316028316345,16.7,45,21.827227267699747,Evening,Weekday,Cloudy,50.91640109955644,Low
traj_00136,vehicle_077,2024-08-04 20:16:00,40.75194432833563,-73.97817198098787,40.73925893980057,-74.00411475772422,2.04,34,30.317220532308628,Evening,Weekend,Clear,60.85476330067462,High
traj_00137,vehicle_063,2024-09-11 07:45:00,40.76302490529654,-73.96243247817267,-0.0005496920389531529,-0.001069903657820845,0.1,32,26.846009738482795,Morning,Weekday,Clear,47.86981905954987,Low
