poi_id,name,category,latitude,longitude,rating,popularity,average_visit_duration_min,price_level,open_hour,close_hour
POI_0065,Train Station_65,Train Station,40.70434007832982,-73.93678210027988,4.838231430557319,29.167693194027688,161,4,0,20
POI_0066,Pharmacy_66,Pharmacy,40.76293986381353,-73.95738261799139,3.9090821295355465,98.76741730080221,132,3,0,22
POI_0067,Parking_67,Parking,40.79587024074078,-74.0147922492018,3.78904359721626,11.28955729618879,131,4,6,24
POI_0068,Park_68,Park,40.7325220855138,-73.97551510043363,4.167312223701744,8.09222844331848,55,4,8,20
POI_0069,Cinema_69,Cinema,40.727976350716894,-73.9829913951215,4.205563764046597,31.602344511564933,155,2,8,18
POI_0070,Hospital_70,Hospital,40.79497999132919,-73.95468524424506,4.22683039187158,54.170250659311336,70,2,6,22
POI_0071,Hotel_71,Hotel,40.716483426113705,-73.98298703950732,4.555204567470451,65.46384166792495,25,1,6,22
POI_0072,Beach_72,Beach,40.77270920309495,-73.94024367376053,3.8296390046753306,31.93888921500612,69,2,9,18
POI_0073,Museum_73,Museum,40.79997176732861,-73.93030268466336,4.110863411205255,146.52830902062607,179,2,6,22
POI_0074,Cinema_74,Cinema,40.72410848323297,-74.00154592043441,3.502884879023597,32.12137573999166,18,2,0,18
POI_0075,Office_75,Office,40.76181282404579,-73.98776535537705,3.227115184399258,111.34412835191021,176,2,8,22
POI_0076,Theater_76,Theater,40.78521815003185,-73.9703283845103,4.121875943070773,209.27586432297716,71,1,10,18
POI_0077,Bank_77,Bank,40.77040797680992,-74.00083322546419,3.2727429511735395,1.4651476265668781,52,2,6,20
POI_0078,Pharmacy_78,Pharmacy,40.743747492202374,-73.93862571749557,3.696510934046601,72.15250280723211,93,4,6,22
POI_0079,Cinema_79,Cinema,40.79495206236576,-74.00676338671639,4.853175250322989,67.75027809955306,98,4,10,20
POI_0080,Hospital_80,Hospital,40.749261809399286,-73.99041235507413,4.2668017086334515,27.462846771560294,129,3,0,22
POI_0081,Charging Station_81,Charging Station,40.75847661059491,-73.98397295599807,4.3953351473938636,19.85329815396221,146,4,0,22
POI_0082,Entertainment_82,Entertainment,40.75152360548642,-73.93242006856569,4.20387079108192,25.34082750140752,35,1,6,24
POI_0083,Cafe_83,Cafe,40.74839454460068,-74.00052863483629,3.412667436811585,45.29811155109185,92,2,10,22
POI_0084,Gym_84,Gym,40.709229058622874,-73.97669691453494,4.375569434192166,71.6737278914442,121,3,10,18
POI_0085,Park_85,Park,40.78728333400087,-73.94984984579905,3.3690420387127546,23.489903118153325,141,4,6,24
POI_0086,Charging Station_86,Charging Station,40.75312657539735,-73.95515355447478,3.124682725022483,15.98625688746947,129,3,8,22
POI_0087,Charging Station_87,Charging Station,40.751167744211564,-73.97210978632613,3.214344022679552,59.314324608355086,129,3,0,22
POI_0088,Museum_88,Museum,40.718228387847596,-73.96924314171831,4.681419971755862,9.34366974521294,140,4,0,18
POI_0089,Hotel_89,Hotel,40.759359245355405,-73.958880791277,4.578342477214677,69.00364218488852,125,4,6,22
POI_0090,Office_90,Office,40.758653543466075,-73.96919873117297,3.7575452519025787,41.16544735823108,40,4,6,22
POI_0091,Scenic Spot_91,Scenic Spot,40.73341744554051,-73.96542949924749,4.867383647519749,0.7562889825287813,35,2,9,20
POI_0092,Gas Station_92,Gas Station,40.70878876245402,-73.9474721601933,3.1113069787139507,184.71497889623475,145,3,10,24
POI_0093,Scenic Spot_93,Scenic Spot,40.77022103906267,-73.98315127324084,4.9389408665507375,200.62440619681547,148,2,0,20
POI_0094,Scenic Spot_94,Scenic Spot,40.79131703240978,-73.95366488146162,4.436914541673107,76.5796870159912,40,3,10,24
POI_0095,Museum_95,Museum,40.718704374855754,-73.99086886872362,3.850872877232834,70.84849626446984,127,4,0,20
POI_0096,Bank_96,Bank,40.72886305532403,-73.96768856007196,3.308725430548405,65.61213780285276,17,1,6,24
POI_0097,Cafe_97,Cafe,40.779955122352646,-73.95524011808473,3.4034609246604717,115.3823398882761,98,1,10,18
POI_0098,Cinema_98,Cinema,40.71166960641417,-73.97741504190533,4.2122037621116775,158.1285195191483,109,1,10,20
POI_0099,Parking_99,Parking,40.74085182929359,-73.93603557396101,4.981858952914781,22.941544112692192,49,1,9,24
POI_0100,Office_100,Office,40.78279408871775,-73.95245482677113,4.599074261839031,174.37277451318658,179,1,8,22
POI_0101,Bank_101,Bank,40.75230654247691,-73.98770525642888,4.7544010816262166,49.83127496974449,54,4,8,18
POI_0102,Hospital_102,Hospital,40.75397810619146,-73.98051297921505,4.154972541812251,43.90670609379869,67,4,8,22
POI_0103,Library_103,Library,40.743152814313646,-73.99004657926788,4.461098273618603,118.32477509724357,29,3,10,18
POI_0104,Airport_104,Airport,40.774146091113906,-73.96841642356684,4.995385231847687,139.59533393771923,169,3,0,20
POI_0105,Park_105,Park,40.8,-73.95695931039907,4.753531273523499,41.867459354509265,52,1,9,18
POI_0106,Scenic Spot_106,Scenic Spot,40.77610311752837,-73.93,4.079721274225673,66.62277457563502,82,4,10,20
POI_0107,Library_107,Library,40.76939484444671,-73.97115480009872,3.5035981178139055,42.41831937932634,25,2,6,24
POI_0108,Hospital_108,Hospital,40.722735098303,-73.98187628238216,3.5758592329514522,95.43827664217433,155,4,6,18
POI_0109,Restaurant_109,Restaurant,40.751640921919076,-73.97411350064152,4.393301647753784,255.74693578456262,86,3,6,18
POI_0110,Gym_110,Gym,40.74241306713024,-73.95372001879377,4.86873402953803,259.78762130541173,165,1,10,18
POI_0111,Bank_111,Bank,40.718632087949416,-73.94462582898979,3.664292825309878,37.315901136028046,129,4,10,22
POI_0112,Gym_112,Gym,40.77442496518433,-74.00149781724619,4.575579777428985,92.56381121571583,49,3,9,18
POI_0113,Gas Station_113,Gas Station,40.792296023179844,-73.97808698899131,3.961673956178147,250.65968907635013,142,3,8,24
POI_0114,Library_114,Library,40.72482264427572,-73.96801312413176,3.331026634855948,3.446635968065744,175,1,10,22
POI_0115,Gas Station_115,Gas Station,40.76322642879195,-74.01882149890704,4.327074744033421,19.60586401992482,98,1,0,24
POI_0116,Bus Stop_116,Bus Stop,40.78606320178907,-73.97184372529597,3.368925742837712,35.609784158929884,155,2,8,22
POI_0117,Scenic Spot_117,Scenic Spot,40.77270311961034,-73.9618992675281,3.381375441327333,3.723434185767217,44,4,8,20
POI_0118,Restaurant_118,Restaurant,40.746175341738684,-73.96244010517125,4.04878053865516,58.11814717875803,128,2,8,22
POI_0119,Park_119,Park,40.78079684528337,-73.97009642536744,4.892230924267265,46.73021874751386,124,2,9,18
POI_0120,Charging Station_120,Charging Station,40.797893143561595,-73.94441900264891,4.733987520023047,52.42224541790037,71,3,8,24
POI_0121,Charging Station_121,Charging Station,40.76718927435987,-74.0182260516021,3.208217163969148,160.90184272962415,81,3,0,24
POI_0122,Pharmacy_122,Pharmacy,40.77208130963105,-73.9475216529378,4.977457563910885,92.43163566598352,60,3,9,24
POI_0123,Museum_123,Museum,40.71410818487777,-73.98342469225538,3.6479801222135992,9.093727136576286,88,3,0,22
POI_0124,Train Station_124,Train Station,40.70265322038738,-74.00367081084191,4.166083121939384,54.71863183678004,16,1,10,24
POI_0125,Gas Station_125,Gas Station,40.72594234334313,-73.98582768326494,4.180589885029615,31.206170981527286,19,1,0,20
POI_0126,Train Station_126,Train Station,40.72944657595419,-73.93463920237342,4.527211588319521,15.095449812302085,172,4,8,20
POI_0127,Charging Station_127,Charging Station,40.77998552559473,-73.98173078459777,3.044938616640235,31.290054777648667,54,2,10,18
POI_0128,School_128,School,40.72180231074941,-73.96194512490077,3.8434078691065636,14.188183054528663,43,1,6,22
POI_0129,Museum_129,Museum,40.70183906765475,-73.93771310740956,3.2355021657802823,85.92406688681558,48,1,10,18
POI_0130,Hospital_130,Hospital,40.782974180370715,-74.00142208554155,3.0219916573169607,14.720807068739052,71,3,8,24
POI_0131,Shopping_131,Shopping,40.77498211666694,-73.96978444902473,3.350742557246899,245.82095607713015,168,1,9,20
POI_0132,Bank_132,Bank,40.70469659667751,-74.00503449681194,4.476067232852741,8.642827567184359,50,3,6,18
POI_0133,Train Station_133,Train Station,40.7837078990703,-73.98065259432785,4.831027354583828,127.84552198329439,68,2,10,24
POI_0134,Restaurant_134,Restaurant,40.75446640376378,-74.01079311510068,3.3240277557831694,184.2187834469696,95,2,8,18
POI_0135,Gas Station_135,Gas Station,40.7334243890817,-73.95061790166288,3.2131965062675434,7.811050579224702,31,1,0,18
POI_0136,Gas Station_136,Gas Station,40.75982860582681,-73.9786286638515,3.151866820739244,8.095558030053041,122,4,8,20
POI_0137,Hospital_137,Hospital,40.75902306668691,-73.98751234927539,3.1831641466532683,249.26998435376416,31,2,0,22
POI_0138,Cinema_138,Cinema,40.71851329288386,-73.97122891473595,4.745891671752816,131.76077791304738,163,1,10,20
POI_0139,Supermarket_139,Supermarket,40.78491956515653,-73.99752987920267,3.978849927286281,25.001312910612235,168,1,10,20
POI_0140,Pharmacy_140,Pharmacy,40.70441654377101,-73.96705626187271,4.99870699913167,81.14951840142383,100,2,10,22
POI_0141,Gym_141,Gym,40.71925990277857,-74.00962461808774,3.8435253194610253,158.64141939125554,130,3,8,20
POI_0142,Cafe_142,Cafe,40.77021783671994,-73.96553890827705,3.729394498914612,82.25208149466206,59,2,8,18
POI_0143,Gas Station_143,Gas Station,40.733987496376805,-73.95477099056241,3.1307126815978847,37.87603814176782,18,1,0,18
POI_0144,Theater_144,Theater,40.752016810987875,-73.98158646490106,4.753330755724899,54.04365382799041,48,2,8,22
POI_0145,Hotel_145,Hotel,40.75289371340272,-73.93548390713384,4.597566471547331,618.2194410847326,43,2,0,18
POI_0146,Train Station_146,Train Station,40.74797813268565,-73.96773185134954,3.5433739421380084,50.79753296757175,172,1,9,18
POI_0147,Restaurant_147,Restaurant,40.743697197743565,-73.98922676913291,3.709244315281553,33.860910641782596,82,2,10,18
POI_0148,Supermarket_148,Supermarket,40.701787393473346,-73.93110498492376,3.8555462674717247,48.50387274553179,102,4,9,22
POI_0149,Museum_149,Museum,40.77863450144155,-74.0119530097919,3.8351615515698567,211.29429601408535,60,4,8,20
POI_0150,Hotel_150,Hotel,40.798918490981336,-73.95309824593957,3.129972818965788,51.346282550343645,107,3,10,22
POI_0151,Hotel_151,Hotel,40.7120338762035,-74.01577491785669,3.7681812229824994,3.7423543953382126,17,4,10,18
POI_0152,Bus Stop_152,Bus Stop,40.79691026301408,-73.9404592703533,4.855504566390426,528.0049769049707,75,3,6,22
POI_0153,Theater_153,Theater,40.74911863408686,-73.9303297801774,4.794872296092407,62.24664642872274,27,4,10,22
POI_0154,Beach_154,Beach,40.8,-73.93,3.1829736747955097,209.93248112914236,81,3,9,18
POI_0155,Gym_155,Gym,40.70443766635333,-73.94330258199878,3.07084473683709,39.90626954173004,39,1,8,22
POI_0156,Shopping_156,Shopping,40.72377179522564,-74.00386010450643,3.5195075675206526,128.52555799970685,104,2,10,24
POI_0157,Supermarket_157,Supermarket,40.76832587636596,-74.01314822264587,4.702413828097537,68.34870443120784,76,1,8,20
POI_0158,Entertainment_158,Entertainment,40.73478092079022,-73.95897854626969,4.131463927991582,31.064814560107074,20,4,8,24
POI_0159,Office_159,Office,40.72452855322553,-74.00583934062676,3.320800210660144,40.647893997991865,59,1,10,20
POI_0160,Park_160,Park,40.8,-73.95202580224822,3.3172102105861474,212.75463180521533,72,1,8,22
POI_0161,Charging Station_161,Charging Station,40.700514517075476,-73.94620477743328,3.457250323049847,239.36188317837951,96,4,6,20
POI_0162,Hotel_162,Hotel,40.750746773376086,-74.01942527154549,3.5740762663498256,95.95294943637384,127,1,0,24
POI_0163,Shopping_163,Shopping,40.759682262717114,-73.95255117915042,4.559690790302287,11.314701729582906,172,3,6,18
POI_0164,Shopping_164,Shopping,40.768134729161595,-74.00662241372095,4.864056211020035,10.815299766527462,162,4,9,20
POI_0165,Park_165,Park,40.796472634997194,-73.98553030598822,3.1347012029375434,87.26817290949637,36,2,8,20
POI_0166,Theater_166,Theater,40.79901483727506,-73.9591552968532,3.891916614020643,104.29135960083246,139,4,10,22
POI_0167,Restaurant_167,Restaurant,40.748034423895014,-74.01552860360938,4.540814835615587,114.97857268908189,40,2,6,18
POI_0168,Park_168,Park,40.74603972199167,-74.0089761191324,3.3272476423833384,158.38167006373084,171,3,9,24
POI_0169,Shopping_169,Shopping,40.739148447788395,-73.97403281706113,3.262670252818756,202.53649754348126,140,4,9,18
POI_0170,Train Station_170,Train Station,40.79095245109478,-73.94283759171168,4.929040944540417,142.75084259817498,145,3,0,20
POI_0171,Hospital_171,Hospital,40.72299546058911,-74.00082057663774,3.062268165769023,105.45958588759896,26,2,9,24
POI_0172,Office_172,Office,40.71592457382793,-74.00166688756514,3.1823289808123834,16.683179083540313,41,2,6,24
POI_0173,School_173,School,40.762622032163144,-74.00818796100859,3.065052358982504,253.6383301814264,145,4,0,20
POI_0174,Bank_174,Bank,40.75983272651224,-73.96534241965637,3.4950799112067505,81.73794814038389,77,2,10,18
POI_0175,Shopping_175,Shopping,40.7404809244706,-73.97006371644977,3.9104402981636026,1.1688586050930903,32,2,6,20
POI_0176,Pharmacy_176,Pharmacy,40.76000205481193,-73.99375036791616,4.389963772253085,196.69875044031022,116,1,8,20
POI_0177,Library_177,Library,40.71049301784182,-73.99821594857237,4.973325186534293,15.372890217305862,94,2,9,24
POI_0178,Restaurant_178,Restaurant,40.74668553739256,-73.98459671241508,3.6529226164879836,72.92130935726833,47,1,10,20
POI_0179,Restaurant_179,Restaurant,40.74293337741546,-73.96887313587175,3.644189404438671,379.2747143027206,104,2,6,20
POI_0180,Pharmacy_180,Pharmacy,40.720015024424484,-74.00492656759668,3.2091356806688003,101.17841147041304,137,2,0,20
POI_0181,Gym_181,Gym,40.70519712836515,-73.97128332982291,4.418121038901833,204.77035524547608,106,2,9,20
POI_0182,Pharmacy_182,Pharmacy,40.78148251137465,-74.01278966382537,4.7896333121210555,79.31716828789294,72,2,6,22
POI_0183,Entertainment_183,Entertainment,40.70407541060925,-74.00524004671094,3.877214432979077,129.03536887507212,26,3,9,18
POI_0184,Beach_184,Beach,40.76859305383611,-73.95651668107196,4.951730511638263,41.08231243314293,150,1,10,22
POI_0185,Library_185,Library,40.716167254414685,-74.01812249746376,4.30652603847466,40.39382124395491,70,1,8,22
POI_0186,Cafe_186,Cafe,40.729454527304725,-73.99211261474645,3.8367995773353054,22.76264348664426,149,4,0,20
POI_0187,Train Station_187,Train Station,40.772716906976626,-73.953156413092,3.8509866688961507,42.45485326894826,122,2,9,24
POI_0188,Scenic Spot_188,Scenic Spot,40.794045869220746,-73.93,4.176116756180159,2.9835119542856465,112,4,9,20
POI_0189,Pharmacy_189,Pharmacy,40.790070186401124,-73.98204511658139,3.5536555944701034,89.73471219409093,139,4,8,18
POI_0190,Theater_190,Theater,40.76315602200925,-73.95401982798263,3.2631353702545196,125.81649091271099,101,2,9,20
POI_0191,Bank_191,Bank,40.75126152052058,-73.98282719428171,3.138265572373239,57.47694574395674,74,1,0,24
POI_0192,Shopping_192,Shopping,40.75402325212416,-73.99570424833611,3.6242961133928944,50.9236796848726,177,1,10,22
POI_0193,Restaurant_193,Restaurant,40.74298448198032,-73.97980244177404,4.93964209015709,60.47509221647378,153,2,8,20
POI_0194,Bank_194,Bank,40.73308893629892,-73.97961001835517,4.3387808029187225,15.753907691855101,147,4,8,24
POI_0195,Restaurant_195,Restaurant,40.738869703876645,-74.00456983093711,3.7587171798448473,93.02328674424265,179,1,0,24
POI_0196,Parking_196,Parking,40.744636864651255,-73.94222054400933,4.1162804991877255,77.63241137121936,162,2,6,18
POI_0197,Museum_197,Museum,40.793660569229495,-74.01645908133983,3.2442198280200536,60.18432483019309,73,1,0,18
POI_0198,Library_198,Library,40.70415728590504,-74.0066491119134,4.973260245917694,335.5804307819909,57,2,6,18
POI_0199,Theater_199,Theater,40.79730977480703,-73.96778989932741,3.5084491597949867,73.75799499141425,165,4,9,22
POI_0200,Hotel_200,Hotel,40.71435423620394,-73.93541621872659,4.465797836682683,17.719300392676285,99,1,10,24
POI_0201,Hospital_201,Hospital,40.78681422543775,-74.00405651894974,4.385251904452329,182.08708615976457,172,2,6,18
POI_0202,Office_202,Office,40.7864608835955,-73.95083325719287,3.226219638153146,158.72380221272732,47,1,8,22
POI_0203,Supermarket_203,Supermarket,40.78268388837119,-73.95997256347083,4.154370473423496,42.859096209058,77,1,0,18
POI_0204,Beach_204,Beach,40.781427144309006,-73.95656158491529,4.134032521973335,134.11267858526585,82,2,10,20
POI_0205,Bank_205,Bank,40.79256748308807,-73.98056448882292,4.802751299176888,210.28424929628412,37,3,10,22
POI_0206,Restaurant_206,Restaurant,40.75180749938184,-74.00043011499693,3.0115173209962434,39.242919094318786,90,2,10,22
POI_0207,Beach_207,Beach,40.79627131438772,-73.93,3.888838905502403,1.4775681772622355,25,3,6,20
POI_0208,Bank_208,Bank,40.75004453091307,-73.97118727015183,4.902957119331982,187.84118214770845,170,1,10,20
POI_0209,Beach_209,Beach,40.74720855066472,-73.99790797493914,4.160344738454665,76.27171043528689,29,3,6,24
POI_0210,Gas Station_210,Gas Station,40.70182325826764,-74.00237998128848,3.015125749956284,104.26329264077516,138,3,0,24
POI_0211,Gas Station_211,Gas Station,40.73800745089372,-74.00225612860844,3.9583664588872,21.636448517563895,92,1,9,24
POI_0212,Train Station_212,Train Station,40.72848729019619,-73.99234390315664,4.606051795665326,77.47071381382604,158,2,9,20
POI_0213,Theater_213,Theater,40.739990520680415,-73.93209472852037,4.64634803119132,73.9151414124197,21,3,9,20
POI_0214,School_214,School,40.7525163383667,-73.95618583644499,3.213753846189488,83.77388725681469,56,4,9,24
POI_0215,Park_215,Park,40.7845400743879,-74.010538253962,3.224608688822438,0.2587359173781069,164,2,10,20
POI_0216,Gym_216,Gym,40.77937438503805,-73.96180546779195,3.349546885654754,44.74948928237529,86,4,0,20
POI_0217,Museum_217,Museum,40.73020605018348,-73.9541237739173,4.702348521705542,111.29891508491123,103,2,8,24
POI_0218,Cafe_218,Cafe,40.78334043443703,-74.0035673141613,3.336028415489727,133.51213047485325,175,3,10,18
POI_0219,Bus Stop_219,Bus Stop,40.702363858604635,-73.96222256496011,4.214188072177562,79.11954133835657,152,1,10,18
POI_0220,Beach_220,Beach,40.781287669881095,-73.96504167594841,3.2728795051134663,118.79175624204636,81,2,10,22
POI_0221,Gym_221,Gym,40.76924361513244,-73.9307869605668,3.2567885789082505,10.99372500406554,116,2,10,20
POI_0222,Park_222,Park,40.76336638172103,-73.98529513461386,3.453312804453976,43.849923481042076,27,1,9,20
POI_0223,Museum_223,Museum,40.706993160570946,-73.96238485985546,3.54229487300037,89.8480263230101,81,2,9,18
POI_0224,Entertainment_224,Entertainment,40.71903248628191,-74.01528950117921,3.756952846971738,45.089814190847875,49,2,9,24
POI_0225,Bus Stop_225,Bus Stop,40.75622968158779,-73.93381372439453,3.3506058847153195,117.11987584682579,69,4,6,20
POI_0226,Beach_226,Beach,40.72828854551667,-73.97498594479144,3.2396580040352925,365.60107425839885,132,1,9,24
POI_0227,Scenic Spot_227,Scenic Spot,40.79926195399958,-73.96216566172721,4.041915954544084,97.70648486217308,46,1,10,24
POI_0228,Parking_228,Parking,40.778202808767034,-73.95621297720314,3.0723207610495242,36.115404005155014,128,1,6,18
POI_0229,Train Station_229,Train Station,40.7346321768589,-73.99848502010225,4.019448493503396,174.4605547160897,165,2,9,20
POI_0230,Charging Station_230,Charging Station,40.716176421135216,-73.94923516389187,4.149174764635533,83.60373437139692,26,3,0,20
POI_0231,Hospital_231,Hospital,40.78174497084912,-73.9857439035871,4.755948640890139,202.53829191556267,148,3,9,20
POI_0232,Gym_232,Gym,40.73225279778464,-74.01793955575215,3.307582299336062,25.310601943186313,34,2,6,18
POI_0233,Shopping_233,Shopping,40.749624595618826,-73.972733505512,4.212505875501955,144.73607343318378,139,4,8,22
POI_0234,Gym_234,Gym,40.782520076741555,-73.96003238027485,3.2435238222505496,65.05361116404268,39,3,9,18
