vehicle_id,num_trips,num_listens,avg_trip_distance,favorite_pois,favorite_genres,data_quality,computational_capacity,privacy_sensitivity
vehicle_033,48,94,2.8664583333333336,"POI_0253,POI_0417,POI_0237,POI_0912,POI_0761,POI_0748,POI_0157,POI_0106,POI_0435,POI_0756,POI_0180,POI_0013,POI_0539,POI_0129,POI_0823,POI_0789,POI_0590","Indie,Rock,Soul,Jazz,Alternative",0.785205417416424,Medium,0.9745136882147483
vehicle_034,50,105,3.4188,"POI_0637,POI_0902,POI_0149,POI_0782,POI_0836,POI_0664,POI_0361,POI_0692,POI_0920,POI_0604,POI_0412,POI_0331","R&B,Disco,Reggae",0.8776613831881277,Medium,0.6402271671016269
vehicle_035,54,97,3.1805555555555554,"POI_0442,POI_0323,POI_0527,POI_0325,POI_0491,POI_0885,POI_0921,POI_0343,POI_0211,POI_0628,POI_0484,POI_0816,POI_0083,POI_0034,POI_0402,POI_0255,POI_0019","House,Country,Jazz,Soul,Pop",0.7308354559598935,High,0.5739615716893218
vehicle_036,50,104,2.2936,"POI_0212,POI_0499,POI_0564,POI_0004,POI_0350,POI_0108,POI_0315,POI_0119,POI_0314,POI_0021,POI_0304,POI_0430,POI_0296,POI_0033,POI_0014,POI_0075,POI_0560,POI_0595","Hip Hop,Punk,Folk",0.719099307785792,Medium,0.39431701227538685
vehicle_037,50,108,3.8226,"POI_0005,POI_0902,POI_0679,POI_0185,POI_0472,POI_0945","Disco,Alternative,Blues,Reggae",0.9992612068057889,High,0.9112946581803221
vehicle_038,44,110,2.8111363636363635,"POI_0207,POI_0634,POI_0664,POI_0843,POI_0056,POI_0803,POI_0359,POI_0066,POI_0761,POI_0858,POI_0021,POI_0911,POI_0743,POI_0441,POI_0533,POI_0119,POI_0899,POI_0766,POI_0672","Blues,Pop,Alternative",0.863783924143651,High,0.31476848376079214
vehicle_039,46,105,2.9484782608695657,"POI_0028,POI_0928,POI_0274,POI_0907,POI_0121,POI_0905,POI_0813,POI_0626,POI_0747,POI_0454,POI_0481","Techno,Blues,Indie,Reggae,Classical",0.7082861344701237,Medium,0.9781716137322354
vehicle_040,50,72,2.6042,"POI_0914,POI_0264,POI_0002,POI_0453,POI_0456,POI_0758,POI_0173,POI_0883,POI_0110,POI_0577,POI_0636,POI_0025,POI_0756,POI_0377,POI_0394","Alternative,Disco",0.6152477846465418,Low,0.8082265816491436
vehicle_041,50,95,2.6294,"POI_0081,POI_0074,POI_0206,POI_0134,POI_0160,POI_0027,POI_0770","Hip Hop,R&B,Metal",0.8162201345265587,Medium,0.976949336211401
vehicle_042,51,94,2.4080392156862747,"POI_0443,POI_0371,POI_0426,POI_0584,POI_0052,POI_0515,POI_0505","Folk,R&B",0.8253156861829541,Low,0.8109951043114765
vehicle_043,40,107,2.31875,"POI_0139,POI_0694,POI_0264,POI_0740,POI_0938,POI_0882,POI_0363,POI_0367,POI_0697,POI_0532","Reggae,Soul,Indie,Electronic",0.6218423828070124,Medium,0.36653026078935613
vehicle_044,52,100,3.199038461538462,"POI_0605,POI_0925,POI_0335,POI_0692,POI_0946,POI_0216,POI_0136,POI_0016,POI_0791,POI_0572,POI_0471,POI_0630","Hip Hop,Soul,Punk,Reggae",0.8018653494854768,Medium,0.9984224689416497
vehicle_045,51,101,3.691960784313725,"POI_0735,POI_0308,POI_0850,POI_0511,POI_0355,POI_0038,POI_0834,POI_0094,POI_0520,POI_0610,POI_0546,POI_0949,POI_0063,POI_0982,POI_0574,POI_0332","Hip Hop,House,Metal,Techno",0.6341541406345897,Medium,0.7781097355791019
vehicle_046,48,114,2.727291666666666,"POI_0913,POI_0627,POI_0805,POI_0580,POI_0387,POI_0367,POI_0238","Hip Hop,Blues,Electronic,Reggae,Rock",0.8548696783845959,Medium,0.6566494934044907
vehicle_047,35,105,2.9011428571428572,"POI_0894,POI_0594,POI_0536,POI_0801,POI_0203,POI_0082,POI_0859,POI_0987,POI_0223,POI_0796,POI_0583,POI_0279,POI_0470,POI_0692,POI_0745,POI_0129,POI_0030,POI_0570","Punk,Soul",0.6973513055286855,Medium,0.49194468504521605
vehicle_048,52,94,2.444807692307692,"POI_0223,POI_0040,POI_0299,POI_0285,POI_0151,POI_0907,POI_0725,POI_0266,POI_0292,POI_0370,POI_0963,POI_0523,POI_0498,POI_0978","Indie,Latin,Soul,Hip Hop,Reggae",0.6010829235754925,Medium,0.9936586616962575
vehicle_049,45,99,4.095555555555555,"POI_0182,POI_0343,POI_0900,POI_0736,POI_0114,POI_0238,POI_0689,POI_0344,POI_0932,POI_0111","Rock,Indie,Folk",0.8862978533481551,Medium,0.5126030638318282
vehicle_050,54,117,2.5890740740740736,"POI_0420,POI_0117,POI_0721,POI_0556,POI_0630,POI_0518,POI_0324,POI_0789,POI_0370,POI_0932,POI_0640,POI_0322,POI_0595,POI_0895,POI_0965","Indie,Techno,R&B,Punk",0.6768589312725464,Medium,0.9653769182266632
vehicle_051,38,109,3.7286842105263163,"POI_0449,POI_0376,POI_0941,POI_0224,POI_0348,POI_0266,POI_0055,POI_0743,POI_0701,POI_0150,POI_0774,POI_0596,POI_0315,POI_0994,POI_0147","Latin,Soul,Pop,Techno,Blues",0.8389099482883532,Low,0.830368518642052
vehicle_052,52,81,2.838269230769231,"POI_0928,POI_0520,POI_0675,POI_0160,POI_0644,POI_0989,POI_0650,POI_0966,POI_0561,POI_0918,POI_0400,POI_0033","R&B,Electronic,Classical,Rock,Indie",0.8752259242207774,Medium,0.32446977855659304
vehicle_053,44,102,2.6786363636363637,"POI_0101,POI_0188,POI_0869,POI_0873,POI_0159,POI_0490,POI_0655","Alternative,Reggae,Indie,Blues,Punk",0.8789033193378515,High,0.3484463147258454
vehicle_054,49,104,2.7030612244897956,"POI_0599,POI_0085,POI_0004,POI_0542,POI_0807,POI_0786,POI_0330,POI_0989,POI_0848,POI_0088,POI_0875,POI_0166,POI_0353","Indie,Hip Hop,Country,House",0.7704427276869857,Medium,0.3989633318972201
vehicle_055,54,119,2.350925925925926,"POI_0675,POI_0576,POI_0865,POI_0199,POI_0838,POI_0701,POI_0742,POI_0598,POI_0805,POI_0250,POI_0911,POI_0162,POI_0483,POI_0286,POI_0402,POI_0303,POI_0367,POI_0059","Pop,Country,Metal",0.8275392959060665,High,0.3078543652342085
vehicle_056,56,103,2.571071428571429,"POI_0504,POI_0434,POI_0854,POI_0045,POI_0640,POI_0864,POI_0958,POI_0238,POI_0349,POI_0669,POI_0980,POI_0993,POI_0457","Hip Hop,Folk,Metal,Country",0.9767607019855622,Medium,0.6897754451022589
vehicle_057,58,90,2.6144827586206896,"POI_0847,POI_0848,POI_0846,POI_0141,POI_0173,POI_0310,POI_0512,POI_0253,POI_0115,POI_0605,POI_0071,POI_0682,POI_0181","Pop,Soul",0.7764887456090085,Medium,0.7763530427114512
vehicle_058,53,88,2.212641509433962,"POI_0032,POI_0831,POI_0243,POI_0835,POI_0044,POI_0078,POI_0569,POI_0455,POI_0734,POI_0492,POI_0878,POI_0712,POI_0059,POI_0237,POI_0374,POI_0541","Indie,Jazz",0.9912616118791034,Medium,0.7393461611537437
vehicle_059,57,98,2.1998245614035086,"POI_0465,POI_0426,POI_0809,POI_0997,POI_0718,POI_0557,POI_0544,POI_0198,POI_0138,POI_0344,POI_0521,POI_0260,POI_0419,POI_0696,POI_0436,POI_0203,POI_0704,POI_0594,POI_0892","Rock,Folk,Reggae",0.73236849791149,Medium,0.41148213094243863
vehicle_060,48,99,1.883125,"POI_0582,POI_0503,POI_0120,POI_0995,POI_0354,POI_0937,POI_0165,POI_0565","Classical,Blues,Country,Folk,Punk",0.9682107872289463,Medium,0.6047350805310665
vehicle_061,62,101,2.693064516129032,"POI_0566,POI_0361,POI_0956,POI_0320,POI_0032","R&B,Soul",0.6306556219320568,High,0.6447706097283736
vehicle_062,42,105,3.4638095238095237,"POI_0098,POI_0618,POI_0392,POI_0422,POI_0484","Folk,Electronic",0.8694865643386214,Low,0.7413602389309752
vehicle_063,58,112,2.818103448275862,"POI_0512,POI_0177,POI_0175,POI_0681,POI_0492,POI_0686,POI_0558,POI_0740,POI_0213,POI_0448,POI_0793,POI_0390","Techno,Jazz",0.9314950772330483,Medium,0.40294281454997644
vehicle_064,37,84,2.990810810810811,"POI_0688,POI_0119,POI_0414,POI_0781,POI_0013","Country,Rock,Alternative,Metal,Electronic",0.9579631771388107,Low,0.38611299478767946
vehicle_065,55,102,2.5700000000000003,"POI_0310,POI_0978,POI_0929,POI_0763,POI_0121,POI_0248","Electronic,Metal,Jazz,Hip Hop,Latin",0.9578284477445737,Medium,0.47587453437022653
vehicle_066,68,91,3.432352941176471,"POI_0543,POI_0269,POI_0983,POI_0700,POI_0637,POI_0158,POI_0172,POI_0239,POI_0724,POI_0094,POI_0503,POI_0891,POI_0281,POI_0081,POI_0797,POI_0947,POI_0507,POI_0295,POI_0104","Latin,Blues",0.9910583320860584,Medium,0.7784215423390448
vehicle_067,57,97,3.1782456140350877,"POI_0631,POI_0664,POI_0779,POI_0214,POI_0694,POI_0934,POI_0972,POI_0112,POI_0540,POI_0804,POI_0970,POI_0899,POI_0607,POI_0563,POI_0473,POI_0882","Techno,Jazz,Soul,Rock,Classical",0.9330004647271668,Medium,0.6940107601889001
vehicle_068,56,106,3.6333928571428564,"POI_0412,POI_0938,POI_0962,POI_0615,POI_0271,POI_0664,POI_0585,POI_0912,POI_0500,POI_0705,POI_0523,POI_0761,POI_0368,POI_0071,POI_0805,POI_0256,POI_0115,POI_0540","Folk,Country,Soul",0.8337073607505031,Low,0.5675369139891129
vehicle_069,37,94,2.240810810810811,"POI_0086,POI_0025,POI_0279,POI_0743,POI_0607,POI_0583,POI_0209,POI_0324,POI_0497,POI_0590,POI_0357,POI_0639","Classical,Metal,Electronic,Latin,Alternative",0.6695484318132995,Low,0.539011859903114
vehicle_070,59,94,2.379322033898305,"POI_0351,POI_0159,POI_0569,POI_0278,POI_0773,POI_0690,POI_0300,POI_0629,POI_0296,POI_0737,POI_0534,POI_0985,POI_0023,POI_0415,POI_0227,POI_0900,POI_0952","Country,Blues,Punk",0.664415119664691,Low,0.6474502160918143
vehicle_071,55,78,2.6279999999999997,"POI_0569,POI_0289,POI_0434,POI_0097,POI_0964,POI_0832,POI_0147,POI_0472,POI_0328,POI_0337,POI_0914,POI_0172,POI_0636","Folk,Jazz,Metal,Punk",0.7149585050437599,Medium,0.7634615300949363
vehicle_072,55,100,3.217454545454545,"POI_0736,POI_0028,POI_0143,POI_0813,POI_0237,POI_0839,POI_0880,POI_0245,POI_0025,POI_0228,POI_0189,POI_0304,POI_0216,POI_0850,POI_0804,POI_0928","Classical,House,Reggae",0.7053103573494152,Medium,0.5872057178025809
vehicle_073,53,106,3.2430188679245275,"POI_0250,POI_0636,POI_0971,POI_0618,POI_0017,POI_0251","Alternative,House",0.8180757807479346,Medium,0.8602913935097349
vehicle_074,48,96,3.814583333333333,"POI_0935,POI_0653,POI_0565,POI_0624,POI_0485,POI_0788,POI_0378,POI_0253,POI_0441,POI_0578,POI_0838,POI_0811,POI_0424,POI_0050,POI_0112","House,Soul,Electronic",0.963713015549749,Low,0.646161469899571
vehicle_075,57,104,3.3928070175438596,"POI_0997,POI_0269,POI_0642,POI_0874,POI_0808,POI_0319,POI_0173,POI_0032","Jazz,Metal,Classical,Alternative",0.9412283865277933,Low,0.7064350808761352
vehicle_076,43,89,3.2172093023255823,"POI_0111,POI_0284,POI_0043,POI_0287,POI_0944,POI_0172,POI_0417,POI_0463,POI_0215,POI_0426,POI_0166,POI_0521,POI_0115,POI_0489,POI_0813","Disco,Folk,R&B",0.950256019004037,Low,0.7672782557105933
vehicle_077,62,132,2.3285483870967743,"POI_0379,POI_0883,POI_0969,POI_0251,POI_0778,POI_0404,POI_0172,POI_0924,POI_0909,POI_0990,POI_0145","Blues,Metal",0.8487613714990802,Medium,0.972364037109106
vehicle_078,41,92,2.980975609756098,"POI_0865,POI_0285,POI_0747,POI_0589,POI_0249,POI_0361,POI_0937,POI_0851,POI_0852,POI_0151","Alternative,R&B,Latin",0.6023301046241262,Low,0.6562763200214436
vehicle_079,62,104,2.423064516129032,"POI_0908,POI_0100,POI_0370,POI_0181,POI_0580,POI_0940,POI_0558,POI_0361,POI_0915,POI_0233,POI_0107,POI_0071,POI_0344,POI_0431,POI_0322,POI_0454,POI_0640,POI_0451,POI_0512","Rock,Disco,Electronic,Indie",0.978146712870742,Medium,0.3425671163732787
vehicle_080,36,103,3.529722222222223,"POI_0160,POI_0545,POI_0730,POI_0079,POI_0710,POI_0175,POI_0605,POI_0954,POI_0801,POI_0939,POI_0994,POI_0546,POI_0485","Electronic,Country,Reggae,Indie",0.7044804493058707,Medium,0.8898630310146665
vehicle_081,52,114,2.440576923076923,"POI_0489,POI_0093,POI_0391,POI_0808,POI_0298,POI_0733,POI_0286,POI_0212,POI_0378,POI_0407,POI_0015,POI_0837,POI_0893,POI_0121,POI_0271,POI_0909,POI_0139,POI_0442","Jazz,Pop,Soul,Reggae,House",0.751958392983037,High,0.9166684127876155
vehicle_082,50,97,2.735,"POI_0654,POI_0280,POI_0367,POI_0927,POI_0110,POI_0451","Hip Hop,Classical",0.8498608607135086,Medium,0.34207867316161444
vehicle_083,50,87,3.5856,"POI_0938,POI_0021,POI_0764,POI_0315,POI_0657,POI_0490,POI_0878,POI_0161,POI_0825","Pop,Techno,R&B,Reggae",0.7526141811220014,Low,0.45910531495891316
vehicle_084,51,82,2.1911764705882355,"POI_0224,POI_0650,POI_0347,POI_0776,POI_0018,POI_0158,POI_0355,POI_0715,POI_0059,POI_0027","Rock,Soul",0.73443348404601,High,0.6273554780809465
vehicle_085,45,94,2.440666666666666,"POI_0401,POI_0540,POI_0081,POI_0702,POI_0883,POI_0884,POI_0754,POI_0728","Reggae,Pop",0.8089014195490014,High,0.9189007888695588
vehicle_086,35,115,2.7545714285714284,"POI_0028,POI_0258,POI_0425,POI_0043,POI_0171","Rock,Punk,Jazz",0.9520818370315347,High,0.8396288141150776
vehicle_087,49,103,2.9518367346938774,"POI_0071,POI_0982,POI_0418,POI_0519,POI_0989,POI_0590","Techno,Reggae,Blues,Classical,Punk",0.6428125928750485,High,0.5577766540858009
vehicle_088,56,94,3.059285714285714,"POI_0231,POI_0640,POI_0621,POI_0658,POI_0813,POI_0149,POI_0684,POI_0270,POI_0387,POI_0753,POI_0444,POI_0567,POI_0509,POI_0829,POI_0097,POI_0438,POI_0632","Pop,Folk,Alternative",0.7343614874144464,High,0.8471624551279027
vehicle_089,39,92,1.980769230769231,"POI_0805,POI_0449,POI_0527,POI_0256,POI_0703,POI_0909,POI_0165,POI_0057,POI_0213,POI_0331,POI_0828,POI_0708,POI_0771,POI_0021,POI_0065","Indie,Reggae,Classical",0.7415659199671436,High,0.9238072834001985
vehicle_090,47,105,2.804042553191489,"POI_0947,POI_0969,POI_0489,POI_0624,POI_0905,POI_0585,POI_0899,POI_0849,POI_0317,POI_0474","House,Electronic,Blues,Disco",0.9589447980543662,High,0.6898758346971647
vehicle_091,56,112,3.5437499999999997,"POI_0219,POI_0332,POI_0701,POI_0155,POI_0820,POI_0603,POI_0064,POI_0153,POI_0579,POI_0750","Alternative,Soul,Hip Hop,Techno",0.7592120300012634,Medium,0.7743690945786847
vehicle_092,62,95,2.608387096774194,"POI_0547,POI_0898,POI_0588,POI_0585,POI_0942","Alternative,Metal,Classical,Electronic",0.8443594568418841,Medium,0.7129645023995469
vehicle_093,49,93,3.325102040816326,"POI_0403,POI_0569,POI_0054,POI_0613,POI_0422,POI_0402,POI_0222,POI_0941,POI_0940,POI_0056,POI_0991,POI_0083,POI_0327,POI_0189","Hip Hop,Soul,Metal,Country",0.8243875468903098,Medium,0.9562474823757796
vehicle_094,49,108,2.4687755102040816,"POI_0561,POI_0467,POI_0880,POI_0498,POI_0438,POI_0355,POI_0434,POI_0447,POI_0608,POI_0792,POI_0081","R&B,Techno,Reggae,Disco",0.8953150060830297,Low,0.9087529725549168
vehicle_095,47,104,2.965106382978723,"POI_0141,POI_0262,POI_0890,POI_0154,POI_0213","Latin,Soul,Metal,Disco",0.616118439796906,Medium,0.7856913810237158
vehicle_096,53,107,3.4056603773584904,"POI_0307,POI_0790,POI_0398,POI_0522,POI_0182,POI_0921,POI_0489","Disco,Reggae,House",0.7707500401231014,High,0.6867387702954333
vehicle_097,42,96,3.071666666666667,"POI_0475,POI_0400,POI_0471,POI_0519,POI_0696,POI_0169,POI_0906,POI_0867,POI_0452","Country,Punk,House",0.9966782196966351,High,0.446169429517724
vehicle_098,48,102,2.687291666666667,"POI_0531,POI_0846,POI_0254,POI_0205,POI_0644,POI_0984","Classical,Pop",0.6438354347541141,High,0.9798329350195827
vehicle_099,52,106,2.8890384615384614,"POI_0097,POI_0867,POI_0975,POI_0425,POI_0753,POI_0762,POI_0264,POI_0616,POI_0933,POI_0631,POI_0317,POI_0754,POI_0074,POI_0461","Hip Hop,Rock,Techno,Metal,R&B",0.9127536445212332,High,0.7449030919710504
